id,title,by,score,type,time,hour,title_length
13975139,EBay Asks Users to Downgrade Security,mada360,1,story,1970-01-01 00:00:01.490691895,0,37
13975142,Object-Oriented Solutions: Avoiding Getters,andrei_bunea,1,story,1970-01-01 00:00:01.490691980,0,43
13975151,The CMEM 2017 conference for experimental and computational methods,wessexinstitute,1,story,1970-01-01 00:00:01.490692150,0,67
13975161,ESCORT VIKI – escorts| athens escorts |call girls,goldendiamond11,1,story,1970-01-01 00:00:01.490692392,0,49
13975190,Know more about popular social media platforms to market your apps,janet321,1,story,1970-01-01 00:00:01.490692885,0,66
13975198,We’ve Let Capitalism Kill the Planet,jellekralt,1,story,1970-01-01 00:00:01.490693062,0,36
13975202,Adobe’s AI and Automation Bundle for Web Design,Pankajsharma50,1,story,1970-01-01 00:00:01.490693164,0,47
13975209,"What's Happening with Drupal in March, 2017",innoppl,1,story,1970-01-01 00:00:01.490693226,0,43
13975215,Curiosity – Find amazing GitHub projects as a feed,rarescruceat,1,story,1970-01-01 00:00:01.490693302,0,50
13975228,Johniejevu68's profile,micha100,1,story,1970-01-01 00:00:01.490693501,0,22
13975229,Agile Testing: Do You Still Need QA?,BekesGergo,1,story,1970-01-01 00:00:01.490693510,0,36
13975243,Criminal Lawyers Monmouth County NJ,lawofficespjr,1,story,1970-01-01 00:00:01.490693730,0,35
13975247,RankScience (YC W17) hiring front end developer/designer hybrids (remote welcome),dillonforrest,1,job,1970-01-01 00:00:01.490693792,0,81
13975269,The importance of documenting things,albert-helmuth,1,story,1970-01-01 00:00:01.490694140,0,36
13975271,Sale: Best color picker for macOS goes free for today,quotleapp,1,story,1970-01-01 00:00:01.490694180,0,53
13975276,How Do You Use MongoDB with Python?,vladimirsid,1,story,1970-01-01 00:00:01.490694241,0,35
13975281,Machine Learning A-Z: Hands-On Python and R in Data Science,vasira,1,story,1970-01-01 00:00:01.490694268,0,59
13975283,Dishwasher has directory traversal bug,mada360,1,story,1970-01-01 00:00:01.490694306,0,38
13975293,CSS is not broken,tomhazledine,1,story,1970-01-01 00:00:01.490694454,0,17
13975296,Saftkur Detox,safktur,1,story,1970-01-01 00:00:01.490694496,0,13
13975299,How to Be Confident as a Plus Size Single – Plus Size Dating Site,joysmith,1,story,1970-01-01 00:00:01.490694584,0,65
